194:  	-2032646939
195:  	-2032622334
196:  	-2032284695
197:  	-2030756297
198:  	-2030591099
199:  	-2030006038
200:  	-2029881819
201:  	-2029626393
202:  	-2028938908
203:  	-2027975165
204:  	-2027934578
205:  	-2027208551
206:  	-2027082281
207:  	-2026666460
208:  	-2026098792
209:  	-2025895337
210:  	-2025616906
211:  	-2024676759
212:  	-2024457608
213:  	-2024330874
214:  	-2024157764
215:  	-2023959146
216:  	-2023903499
217:  	-2023525285
218:  	-2022840239
219:  	-2021762571
220:  	-2021678373
221:  	-2021587129
222:  	-2021133529
223:  	-2020906632
224:  	-2020616544
225:  	-2019660924
226:  	-2019374653
227:  	-2018528252
228:  	-2018025848
229:  	-2016460478
230:  	-2016458802
231:  	-2016351951
232:  	-2016299864
233:  	-2016006452
234:  	-2015964062
235:  	-2015291240
236:  	-2014403525
237:  	-2013524934
238:  	-2013117942
239:  	-2013116114
240:  	-2011774574
241:  	-2011375653
242:  	-2011323164
243:  	-2011278077
244:  	-2011260391
245:  	-2011224861
246:  	-2010872465
247:  	-2009081908
248:  	-2008975872
249:  	-2008894870
250:  	-2008112858
251:  	-2007343247
252:  	-2005708092
253:  	-2005566708
254:  	-2005430117
255:  	-2005008639
256:  	-2004669256
257:  	-2003916032
258:  	-2003885519
259:  	-2003257358
260:  	-2003168233
261:  	-2002955562
262:  	-2002742852
263:  	-2002512617
264:  	-2002050266
265:  	-2001296747
266:  	-1999690222
267:  	-1999071228
268:  	-1998787704
269:  	-1998338932
270:  	-1998101948
271:  	-1993953277
272:  	-1993135238
273:  	-1993079333
274:  	-1992791600
275:  	-1991244692
276:  	-1990436780
277:  	-1989856496
278:  	-1989778185
279:  	-1988647442
280:  	-1988437971
281:  	-1987506517
282:  	-1986660679
283:  	-1986210683
284:  	-1985941350
285:  	-1985824071
286:  	-1985823115
287:  	-1985520637
288:  	-1985334449
289:  	-1985149439
290:  	-1984995267
291:  	-1983736980
292:  	-1982625651
293:  	-1982398528
294:  	-1982283251
295:  	-1982266996
296:  	-1980700487
297:  	-1979262087
298:  	-1978547451
299:  	-1978325304
300:  	-1978110524
301:  	-1977452146
302:  	-1976057509
303:  	-1975582458
304:  	-1975352062
305:  	-1975087674
306:  	-1974764095
307:  	-1974683930
308:  	-1973994006
309:  	-1972544115
310:  	-1972199184
311:  	-1971993597
312:  	-1971404158
313:  	-1970614185
314:  	-1970365481
315:  	-1970001980
316:  	-1969762569
317:  	-1969480969
318:  	-1969372492
319:  	-1968639554
320:  	-1968572284
321:  	-1968183424
322:  	-1967759122
323:  	-1967751902
324:  	-1966492069
325:  	-1965812176
326:  	-1964898651
327:  	-1964795868
328:  	-1963500286
329:  	-1962985380
330:  	-1962596098
331:  	-1962372766
332:  	-1960399773
333:  	-1960325999
334:  	-1959217207
335:  	-1958782992
336:  	-1958660643
337:  	-1958645748
338:  	-1957889343
339:  	-1957308906
340:  	-1957120296
341:  	-1956841998
342:  	-1956285877
343:  	-1955513434
344:  	-1954640403
345:  	-1954248904
346:  	-1953900186
347:  	-1952803638
348:  	-1952456954
349:  	-1952296215
350:  	-1952263002
351:  	-1952041120
352:  	-1952019026
353:  	-1951510970
354:  	-1950947986
355:  	-1950588206
356:  	-1950532981
357:  	-1950280466
358:  	-1949873468
359:  	-1948317214
360:  	-1948273254
361:  	-1948271214
362:  	-1947647923
363:  	-1947417060
364:  	-1947345529
365:  	-1947342786
366:  	-1945313473
367:  	-1944978872
368:  	-1944342018
369:  	-1944190905
370:  	-1943996810
371:  	-1943912089
372:  	-1943871265
373:  	-1943832860
374:  	-1943095926
375:  	-1943074667
376:  	-1942252998
377:  	-1941858931
378:  	-1941505180
379:  	-1941241618
380:  	-1941171829
381:  	-1941096644
382:  	-1940455727
383:  	-1939846383
384:  	-1939485288
385:  	-1937105483
386:  	-1936368051
387:  	-1935744079
388:  	-1935525262
389:  	-1934875317
390:  	-1934728797
391:  	-1933990059
392:  	-1933435093
393:  	-1933180383
394:  	-1933083607
395:  	-1931442321
396:  	-1930715811
397:  	-1930349477
398:  	-1928949489
399:  	-1928457054
400:  	-1928028507
401:  	-1928020359
402:  	-1927973377
403:  	-1927598721
404:  	-1927470444
405:  	-1926792801
406:  	-1926786932
407:  	-1926344265
408:  	-1925700514
409:  	-1925143177
410:  	-1924227769
411:  	-1922000211
412:  	-1921830219
413:  	-1920562919
414:  	-1920170440
415:  	-1920069301
416:  	-1919889087
417:  	-1919413656
418:  	-1919121983
419:  	-1919068067
420:  	-1918834427
421:  	-1918658202
422:  	-1917850302
423:  	-1917490593
424:  	-1917300426
425:  	-1915890470
426:  	-1914376785
427:  	-1914140515
428:  	-1913525188
429:  	-1912001993
430:  	-1911650178
431:  	-1911616902
432:  	-1911437662
433:  	-1910910869
434:  	-1910094046
435:  	-1910002333
436:  	-1909946268
437:  	-1909914481
438:  	-1908895358
439:  	-1908419964
440:  	-1907999263
441:  	-1907514066
442:  	-1906802044
443:  	-1906269091
444:  	-1905105242
445:  	-1904977204
446:  	-1904507003
447:  	-1904125584
448:  	-1903554228
449:  	-1903532814
450:  	-1903183868
451:  	-1902873418
452:  	-1902769029
453:  	-1902730102
454:  	-1902504983
455:  	-1901212145
456:  	-1901121868
457:  	-1900221657
458:  	-1899436909
459:  	-1898967357
460:  	-1898807686
461:  	-1898675478
462:  	-1898457741
463:  	-1897962573
464:  	-1897778897
465:  	-1897689831
466:  	-1897404359
467:  	-1896806807
468:  	-1895199951
469:  	-1894942824
470:  	-1893681012
471:  	-1893323851
472:  	-1892667881
473:  	-1891888821
474:  	-1891626366
475:  	-1890851657
476:  	-1890309898
477:  	-1889063513
478:  	-1888152596
479:  	-1888087139
480:  	-1887805942
481:  	-1887587476
482:  	-1885990722
483:  	-1885929574
484:  	-1885906268
485:  	-1885548711
486:  	-1885197215
487:  	-1885196511
488:  	-1884231855
489:  	-1884006806
490:  	-1883314031
491:  	-1882697124
492:  	-1881558001
493:  	-1880194875
494:  	-1880000856
495:  	-1879978527
496:  	-1879342006
497:  	-1879038893
498:  	-1877873787
499:  	-1877109050
500:  	-1876599642
501:  	-1876522330
502:  	-1875317361
503:  	-1873570396
504:  	-1872717724
505:  	-1872602132
506:  	-1870529776
507:  	-1870169737
508:  	-1869248122
509:  	-1868826408
510:  	-1868789295
511:  	-1868649710
512:  	-1868073546
513:  	-1867332735
514:  	-1866634175
515:  	-1863580918
516:  	-1863466020
517:  	-1863446270
518:  	-1863049733
519:  	-1863036652
520:  	-1862742160
521:  	-1862432468
522:  	-1860973804
523:  	-1860945457
524:  	-1860441430
525:  	-1860355508
526:  	-1859493234
527:  	-1859429417
528:  	-1859375240
529:  	-1858275358
530:  	-1858183842
531:  	-1857889012
532:  	-1856251780
533:  	-1855998151
534:  	-1855497611
535:  	-1855296859
536:  	-1854331987
537:  	-1853798637
538:  	-1853483871
539:  	-1853480457
540:  	-1852796780
541:  	-1852139828
542:  	-1851775913
543:  	-1851674074
544:  	-1851353498
545:  	-1850561208
546:  	-1850399928
547:  	-1849743912
548:  	-1849194648
549:  	-1848510924
550:  	-1848114819
551:  	-1847705058
552:  	-1847533745
553:  	-1846340853
554:  	-1846208338
555:  	-1846200197
556:  	-1846098154
557:  	-1845935349
558:  	-1845403708
559:  	-1845322334
560:  	-1845091767
561:  	-1844078408
562:  	-1843022905
563:  	-1842748071
564:  	-1842717103
565:  	-1842427410
566:  	-1842231782
567:  	-1841847456
568:  	-1841441610
569:  	-1840527914
570:  	-1840364717
571:  	-1839774265
572:  	-1839322846
573:  	-1838971829
574:  	-1838518755
575:  	-1838483590
576:  	-1838152561
577:  	-1838087373
578:  	-1837472798
579:  	-1837144498
580:  	-1836539986
581:  	-1835638770
582:  	-1834426893
583:  	-1833245773
584:  	-1832994823
585:  	-1832924485
586:  	-1832839373
587:  	-1832792212
588:  	-1832757089
589:  	-1832418038
590:  	-1831283950
591:  	-1830960263
592:  	-1829631901
593:  	-1828562785
594:  	-1827510573
595:  	-1827372238
596:  	-1826168823
597:  	-1825858708
598:  	-1824013631
599:  	-1821745372
600:  	-1821365031
601:  	-1821113532
602:  	-1820842499
603:  	-1820229809
604:  	-1820171750
605:  	-1820059368
606:  	-1818531685
607:  	-1817568768
608:  	-1817533553
609:  	-1816875245
610:  	-1816559357
611:  	-1816510516
612:  	-1815469370
613:  	-1813834558
614:  	-1813763025
615:  	-1813724799
616:  	-1813541038
617:  	-1813453805
618:  	-1813152731
619:  	-1812633283
620:  	-1812614929
621:  	-1812601889
622:  	-1812369501
623:  	-1811793646
624:  	-1811658920
625:  	-1811306374
626:  	-1810851657
627:  	-1810755299
628:  	-1810537155
629:  	-1809772542
630:  	-1809370568
631:  	-1807556061
632:  	-1805781978
633:  	-1805683263
634:  	-1805269778
635:  	-1803927287
636:  	-1802780920
637:  	-1801978986
638:  	-1800874889
639:  	-1800872556
640:  	-1800282593
641:  	-1800145956
642:  	-1799614393
643:  	-1799157474
644:  	-1799120244
645:  	-1799008428
646:  	-1798855934
647:  	-1797815997
648:  	-1797055244
649:  	-1796775077
650:  	-1796002909
651:  	-1795887772
652:  	-1795883768
653:  	-1793393850
654:  	-1793330935
655:  	-1793291581
656:  	-1793175478
657:  	-1792678789
658:  	-1792600090
659:  	-1792246414
660:  	-1791433752
661:  	-1791010427
662:  	-1790864518
663:  	-1790773311
664:  	-1790403286
665:  	-1789964155
666:  	-1789385838
667:  	-1789142182
668:  	-1788136666
669:  	-1787738988
670:  	-1787651034
671:  	-1787572778
672:  	-1787563974
673:  	-1786883273
674:  	-1786587316
675:  	-1785458411
676:  	-1785037300
677:  	-1784373592
678:  	-1783873540
679:  	-1783857107
680:  	-1782739080
681:  	-1782077302
682:  	-1782071624
683:  	-1781797411
684:  	-1781182052
685:  	-1780914153
686:  	-1780023257
687:  	-1779884612
688:  	-1779510488
689:  	-1779488568
690:  	-1779452040
691:  	-1778815784
692:  	-1778532742
693:  	-1778275319
694:  	-1777255774
695:  	-1776618777
696:  	-1776132892
697:  	-1775751569
698:  	-1775369720
699:  	-1774931184
700:  	-1773177846
701:  	-1772043265
702:  	-1771867605
703:  	-1770638182
704:  	-1769578612
705:  	-1767718398
706:  	-1767652091
707:  	-1767049012
708:  	-1766113945
709:  	-1763974796
710:  	-1761964512
711:  	-1761485560
712:  	-1761127058
713:  	-1760616402
714:  	-1759759191
715:  	-1759334794
716:  	-1758043871
717:  	-1757776454
718:  	-1756703856
719:  	-1756189724
720:  	-1755899556
721:  	-1755421993
722:  	-1755324137
723:  	-1755253156
724:  	-1755128363
725:  	-1755045180
726:  	-1754826424
727:  	-1753747644
728:  	-1753564632
729:  	-1752529401
730:  	-1752484316
731:  	-1751892637
732:  	-1751609645
733:  	-1750991347
734:  	-1750022872
735:  	-1750010784
736:  	-1749610352
737:  	-1747925847
738:  	-1747497435
739:  	-1747476572
740:  	-1747245882
741:  	-1747176601
742:  	-1747172654
743:  	-1746969321
744:  	-1746490760
745:  	-1744867980
746:  	-1743759559
747:  	-1743101282
748:  	-1742426555
749:  	-1741038628
750:  	-1739287633
751:  	-1739052828
752:  	-1737576909
753:  	-1737565605
754:  	-1735275196
755:  	-1734883790
756:  	-1734882121
757:  	-1734597340
758:  	-1734575174
759:  	-1734220620
760:  	-1734207914
761:  	-1734071484
762:  	-1733904138
763:  	-1732918586
764:  	-1732884109
765:  	-1732864576
766:  	-1731345252
767:  	-1730820840
768:  	-1730627522
769:  	-1729943750
770:  	-1729004105
771:  	-1728152364
772:  	-1727760580
773:  	-1725986660
774:  	-1724323800
775:  	-1724301963
776:  	-1724221145
777:  	-1723902669
778:  	-1723873431
779:  	-1723096690
780:  	-1722479390
781:  	-1721995286
782:  	-1721807302
783:  	-1720924474
784:  	-1720448541
785:  	-1720149875
786:  	-1719468842
787:  	-1719411177
788:  	-1718594128
789:  	-1718362549
790:  	-1718322199
791:  	-1717873236
792:  	-1717278754
793:  	-1715999950
794:  	-1714222990
795:  	-1713766101
796:  	-1713312238
797:  	-1712199944
798:  	-1712177510
799:  	-1711889324
800:  	-1711761029
801:  	-1710690623
802:  	-1709584308
803:  	-1709156670
804:  	-1709044409
805:  	-1708559173
806:  	-1708251341
807:  	-1708181003
808:  	-1707748575
809:  	-1707031279
810:  	-1703428458
811:  	-1702824656
812:  	-1702321953
813:  	-1701035336
814:  	-1700730651
815:  	-1700568976
816:  	-1698173720
817:  	-1697737990
818:  	-1697464661
819:  	-1696835499
820:  	-1696354431
821:  	-1696338644
822:  	-1694116530
823:  	-1693512890
824:  	-1693390051
825:  	-1693246088
826:  	-1692880186
827:  	-1692880152
828:  	-1692325818
829:  	-1692154249
830:  	-1691799463
831:  	-1691720382
832:  	-1691350027
833:  	-1690832914
834:  	-1690581060
835:  	-1688895121
836:  	-1688764756
837:  	-1687088441
838:  	-1687046386
839:  	-1686274599
840:  	-1685706577
841:  	-1685640288
842:  	-1685616648
843:  	-1684481280
844:  	-1683121828
845:  	-1680758946
846:  	-1679194735
847:  	-1678446743
848:  	-1678005026
849:  	-1676876144
850:  	-1676834572
851:  	-1676657890
852:  	-1676629646
853:  	-1676628615
854:  	-1676464127
855:  	-1676230040
856:  	-1675711394
857:  	-1675247029
858:  	-1675178103
859:  	-1675079724
860:  	-1674750866
861:  	-1674367710
862:  	-1674293364
863:  	-1673643192
864:  	-1673406953
865:  	-1672800132
866:  	-1672795467
867:  	-1672133692
868:  	-1671313480
869:  	-1671248313
870:  	-1671189594
871:  	-1670082122
872:  	-1669226938
873:  	-1669165803
874:  	-1668727193
875:  	-1668662446
876:  	-1666672121
877:  	-1666522125
878:  	-1666448711
879:  	-1665448738
880:  	-1665252325
881:  	-1664758303
882:  	-1663124205
883:  	-1663008211
884:  	-1662598178
885:  	-1662489643
886:  	-1662439645
887:  	-1662384529
888:  	-1660826589
889:  	-1660569026
890:  	-1660547296
891:  	-1660335845
892:  	-1660123071
893:  	-1659162959
894:  	-1658442523
895:  	-1658091264
896:  	-1657998930
897:  	-1657404701
898:  	-1657371026
899:  	-1657356846
900:  	-1655755751
901:  	-1655567907
902:  	-1654332005
903:  	-1654261733
904:  	-1653788990
905:  	-1652508562
906:  	-1652259843
907:  	-1652256673
908:  	-1652165568
909:  	-1651524620
910:  	-1651084113
911:  	-1650838326
912:  	-1650385189
913:  	-1649750972
914:  	-1649684561
915:  	-1649257528
916:  	-1648821221
917:  	-1648175673
918:  	-1647808733
919:  	-1647303047
920:  	-1646412065
921:  	-1646071110
922:  	-1645721580
923:  	-1645502628
924:  	-1645478586
925:  	-1644387024
926:  	-1644213776
927:  	-1644018637
928:  	-1643730498
929:  	-1643638511
930:  	-1643627914
931:  	-1641428688
932:  	-1641211187
933:  	-1641125754
934:  	-1639777663
935:  	-1639454780
936:  	-1639137672
937:  	-1638754020
938:  	-1638258617
939:  	-1638252511
940:  	-1636269047
941:  	-1635170573
942:  	-1634966203
943:  	-1634872430
944:  	-1634558538
945:  	-1633698508
946:  	-1633105292
947:  	-1633074943
948:  	-1632426075
949:  	-1632320557
950:  	-1631983150
951:  	-1631572163
952:  	-1631176416
953:  	-1630516406
954:  	-1630369385
955:  	-1629741384
956:  	-1629422889
957:  	-1628228574
958:  	-1626899011
959:  	-1623445632
960:  	-1622758103
961:  	-1621996456
962:  	-1621067030
963:  	-1620097019
964:  	-1618439941
965:  	-1618237124
966:  	-1618015172
967:  	-1616883272
968:  	-1616647984
969:  	-1616519794
970:  	-1615934177
971:  	-1615849123
972:  	-1615827288
973:  	-1615652860
974:  	-1615534858
975:  	-1614013815
976:  	-1612582141
977:  	-1612127796
978:  	-1611879623
979:  	-1611518989
980:  	-1611466127
981:  	-1610845057
982:  	-1610267690
983:  	-1610134408
984:  	-1610110996
985:  	-1609948831
986:  	-1609258788
987:  	-1607263825
988:  	-1606914877
989:  	-1606836154
990:  	-1606135899
991:  	-1605868147
992:  	-1605821901
993:  	-1604443431
994:  	-1603387684
995:  	-1602833124
996:  	-1602163052
997:  	-1602031282
998:  	-1601908469
999:  	-1601716261
1000:  	-1600179546
1001:  	-1600168222
1002:  	-1599454583
1003:  	-1598692146
1004:  	-1598309921
1005:  	-1597603171
1006:  	-1597333181
1007:  	-1596808627
1008:  	-1595926295
1009:  	-1594647803
1010:  	-1594640484
1011:  	-1594337944
1012:  	-1593976504
1013:  	-1593969752
1014:  	-1593777461
1015:  	-1593052942
1016:  	-1592569821
1017:  	-1592519338
1018:  	-1592344043
1019:  	-1590830693
1020:  	-1590717982
1021:  	-1589796256
1022:  	-1589071189
1023:  	-1589043567
1024:  	-1588736104
1025:  	-1587943279
1026:  	-1586916554
1027:  	-1586764691
1028:  	-1586688408
1029:  	-1586563721
1030:  	-1586507245
1031:  	-1585352588
1032:  	-1584808379
1033:  	-1583783887
1034:  	-1583528080
1035:  	-1583347561
1036:  	-1583222117
1037:  	-1583111490
1038:  	-1582859010
1039:  	-1582382052
1040:  	-1581630187
1041:  	-1581407815
1042:  	-1581259485
1043:  	-1581141399
1044:  	-1580444619
1045:  	-1579564220
1046:  	-1578907611
1047:  	-1578769845
1048:  	-1578726097
1049:  	-1578641751
1050:  	-1578448930
1051:  	-1578110727
1052:  	-1577876087
1053:  	-1577563849
1054:  	-1576632537
1055:  	-1573630168
1056:  	-1572889229
1057:  	-1571970254
1058:  	-1571204130
1059:  	-1570868411
1060:  	-1570745249
1061:  	-1570260629
1062:  	-1569866446
1063:  	-1569073655
1064:  	-1567931563
1065:  	-1567618061
1066:  	-1566456629
1067:  	-1566285691
1068:  	-1565201988
1069:  	-1565004026
1070:  	-1563635179
1071:  	-1563553825
1072:  	-1563108047
1073:  	-1562662199
1074:  	-1557483976
1075:  	-1557330799
1076:  	-1556752818
1077:  	-1555694952
1078:  	-1555609213
1079:  	-1555050450
1080:  	-1554339212
1081:  	-1553570041
1082:  	-1553475533
1083:  	-1552901105
1084:  	-1550350905
1085:  	-1550025294
1086:  	-1549328784
1087:  	-1548636603
1088:  	-1548616747
1089:  	-1548003034
1090:  	-1547503717
1091:  	-1547120146
1092:  	-1545738183
1093:  	-1545736632
1094:  	-1545071920
1095:  	-1544788655
1096:  	-1544372026
1097:  	-1542982195
1098:  	-1542224662
1099:  	-1542076386
1100:  	-1541467922
1101:  	-1541248505
1102:  	-1540971617
1103:  	-1540848308
1104:  	-1540752079
1105:  	-1540729711
1106:  	-1540620559
1107:  	-1540132900
1108:  	-1539921418
1109:  	-1539827074
1110:  	-1539358724
1111:  	-1538744618
1112:  	-1538521534
1113:  	-1538516161
1114:  	-1538406126
1115:  	-1538044263
1116:  	-1537435025
1117:  	-1537127232
1118:  	-1537091603
1119:  	-1536918993
1120:  	-1536178699
1121:  	-1535984102
1122:  	-1535531254
1123:  	-1535411881
1124:  	-1534741719
1125:  	-1533953266
1126:  	-1533734247
1127:  	-1533704585
1128:  	-1533320333
1129:  	-1531906706
1130:  	-1530996203
1131:  	-1530511614
1132:  	-1529835447
1133:  	-1529481877
1134:  	-1528941237
1135:  	-1528572963
1136:  	-1528232435
1137:  	-1527496741
1138:  	-1527294502
1139:  	-1526703001
1140:  	-1522572439
1141:  	-1521111400
1142:  	-1520888623
1143:  	-1520864635
1144:  	-1520528059
1145:  	-1519155371
1146:  	-1519000775
1147:  	-1518432477
1148:  	-1517442193
1149:  	-1516656927
1150:  	-1516615850
1151:  	-1516512438
1152:  	-1516351218
1153:  	-1515392066
1154:  	-1515203191
1155:  	-1515036069
1156:  	-1514247127
1157:  	-1513255964
1158:  	-1513165660
1159:  	-1513043702
1160:  	-1511813783
1161:  	-1511693059
1162:  	-1511111607
1163:  	-1510431185
1164:  	-1510360927
1165:  	-1509454102
1166:  	-1507607224
1167:  	-1506527346
1168:  	-1506339899
1169:  	-1506142861
1170:  	-1506047161
1171:  	-1505662667
1172:  	-1505328773
1173:  	-1504740614
1174:  	-1504594231
1175:  	-1503260231
1176:  	-1502793677
1177:  	-1502125255
1178:  	-1501946275
1179:  	-1501474873
1180:  	-1501427823
1181:  	-1500815322
1182:  	-1500734729
1183:  	-1499384436
1184:  	-1498775078
1185:  	-1498118967
1186:  	-1498056026
1187:  	-1497213110
1188:  	-1496613339
1189:  	-1496382418
1190:  	-1495375382
1191:  	-1494716663
1192:  	-1494050024
1193:  	-1494041657
1194:  	-1494008134
1195:  	-1493652841
1196:  	-1493567566
1197:  	-1492413715
1198:  	-1489742020
1199:  	-1488621731
1200:  	-1488368652
1201:  	-1488201583
1202:  	-1486659981
1203:  	-1486612928
1204:  	-1486034894
1205:  	-1485961661
1206:  	-1485758632
1207:  	-1485284279
1208:  	-1484895147
1209:  	-1484519076
1210:  	-1484141035
1211:  	-1483751174
1212:  	-1483311620
1213:  	-1483192293
1214:  	-1483132616
1215:  	-1483116092
1216:  	-1482644004
1217:  	-1482584445
1218:  	-1482153683
1219:  	-1482025599
1220:  	-1481742752
1221:  	-1481612163
1222:  	-1479866739
1223:  	-1479487939
1224:  	-1477965709
1225:  	-1477441531
1226:  	-1477213726
1227:  	-1476872536
1228:  	-1475735241
1229:  	-1475184728
1230:  	-1475160491
1231:  	-1475132812
1232:  	-1475110428
1233:  	-1474825182
1234:  	-1474354990
1235:  	-1473901197
1236:  	-1473630685
1237:  	-1473016807
1238:  	-1472241510
1239:  	-1471945964
1240:  	-1471641894
1241:  	-1471328218
1242:  	-1470417033
1243:  	-1469419723
1244:  	-1468459022
1245:  	-1468388399
1246:  	-1467705586
1247:  	-1467627738
1248:  	-1467474214
1249:  	-1466860559
1250:  	-1466782650
1251:  	-1466629628
1252:  	-1466167501
1253:  	-1465935060
1254:  	-1465291741
1255:  	-1463926553
1256:  	-1463284381
1257:  	-1463209008
1258:  	-1462643993
1259:  	-1461919828
1260:  	-1461884556
1261:  	-1459274351
1262:  	-1458503482
1263:  	-1455741461
1264:  	-1455398262
1265:  	-1455277856
1266:  	-1455192675
1267:  	-1454452046
1268:  	-1454265601
1269:  	-1453896996
1270:  	-1453038809
1271:  	-1452911246
1272:  	-1452716731
1273:  	-1452463132
1274:  	-1452260531
1275:  	-1452252604
1276:  	-1452138904
1277:  	-1452071869
1278:  	-1452057292
1279:  	-1451874924
1280:  	-1450611507
1281:  	-1448330010
1282:  	-1447227852
1283:  	-1447178512
1284:  	-1446702962
1285:  	-1446652718
1286:  	-1445957399
1287:  	-1445415684
1288:  	-1445347407
1289:  	-1445251620
1290:  	-1443386373
1291:  	-1443209915
1292:  	-1442588865
1293:  	-1442465290
1294:  	-1442107654
1295:  	-1441277576
1296:  	-1440620182
1297:  	-1440170488
1298:  	-1439189784
1299:  	-1438407672
1300:  	-1438019127
1301:  	-1437698607
1302:  	-1437543425
1303:  	-1437346084
1304:  	-1437213897
1305:  	-1437099478
1306:  	-1437010331
1307:  	-1436602859
1308:  	-1436256996
1309:  	-1435241797
1310:  	-1434945970
1311:  	-1432997622
1312:  	-1432145833
1313:  	-1432008184
1314:  	-1431644006
1315:  	-1431623241
1316:  	-1431400792
1317:  	-1430453822
1318:  	-1429288451
1319:  	-1428731864
1320:  	-1427919769
1321:  	-1427649921
1322:  	-1427035857
1323:  	-1426853403
1324:  	-1426604248
1325:  	-1426403506
1326:  	-1424907782
1327:  	-1423915788
1328:  	-1423648582
1329:  	-1423325346
1330:  	-1422227092
1331:  	-1422054264
1332:  	-1421789398
1333:  	-1421558771
1334:  	-1420514987
1335:  	-1419447576
1336:  	-1419061264
1337:  	-1418154565
1338:  	-1417122499
1339:  	-1417015446
1340:  	-1416002565
1341:  	-1415327534
1342:  	-1415217899
1343:  	-1415211631
1344:  	-1415060762
1345:  	-1414848576
1346:  	-1414202100
1347:  	-1413786930
1348:  	-1413360295
1349:  	-1413078237
1350:  	-1412977481
1351:  	-1412583823
1352:  	-1412525371
1353:  	-1412180239
1354:  	-1411968019
1355:  	-1411520633
1356:  	-1410527651
1357:  	-1409415331
1358:  	-1409323882
1359:  	-1409297277
